Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_History_Years,Spending_Level,Payment_Size
17.0,Engineer,127095.48769120316,7525.835400600362,5,2,6.0,4.0,11,5.0,1.4972941563215585,6.0,Good,0.7840588371277388,37.782563303162725,No,118.6520759847956,918.2339455674002,Good,31.0,Low,Large
45.0,Journalist,19915.00731238182,1362.4826623924475,8,9,14.0,1.0,5,19.0,9.906837406767947,7.0,Bad,1.509683391368513,37.79205124502101,Yes,113.90876146746375,441.31469579214195,Poor,17.0,High,Large
34.0,Engineer,63276.771056617814,3585.2233469204934,10,10,18.0,6.0,35,18.0,7.122061498810236,11.0,Bad,2.1080970868869007,37.77027439730742,Yes,114.04516814878176,462.6132134071819,Poor,8.0,High,Large
51.0,Musician,29349.72525115225,2622.015417620396,3,3,9.0,0.0,19,11.0,10.548891659926616,8.0,Good,0.4303637064568236,39.0512331632019,No,151.73651245966192,332.19426642161733,Good,31.0,Low,Medium
50.0,Doctor,46324.38208488261,8032.057852248577,3,2,8.0,0.0,18,9.0,3.9691290063697933,8.0,Good,0.637803003808491,24.88390443248542,Yes,62.28390197185463,462.1592774818835,Good,14.0,High,Missing
54.0,Media_Manager,34449.93200369856,3686.459038121655,3,5,12.0,4.0,11,2.0,7.615945645664912,0.0,Good,0.911700186283745,38.901258636226096,NM,175.79144162424168,470.8030851440508,Good,14.0,High,Medium
45.0,Journalist,25072.9256984801,4446.310552692614,8,3,16.0,4.0,25,11.0,12.041584114181623,5.0,Standard,0.21806194742520427,39.2409410510265,Yes,153.18953277710136,327.7654725937221,Standard,14.0,Low,Large
41.0,Architect,8199.430163648492,404.8097398327977,6,10,31.0,9.0,16,18.0,8.657122822715882,6.0,Bad,2.28984333400483,25.267748809497668,Yes,138.86593932749682,259.70843315950384,Poor,5.0,Low,Small
38.0,Musician,37371.95952478096,3054.958523618811,4,4,12.0,2.0,14,19.0,10.886019373016133,4.0,Standard,0.8016631926817578,33.09256442289469,No,75.96113265923087,405.44261827498127,Standard,30.0,High,Large
25.0,Writer,29575.505642222182,1066.3645550589968,5,4,1.0,4.0,11,7.0,7.938148388164159,8.0,Good,0.3742683703911697,25.63289591234536,No,90.76853285560652,256.8366438842867,Good,19.0,Missing,Missing
31.0,Teacher,141686.82975076788,10026.73907319713,0,5,3.0,0.0,32,1.0,2.796161163710889,2.0,Good,0.1921253648457881,25.93111706484773,No,357.95539399434,1036.6333477046,Poor,24.0,High,Large
17.0,Writer,37200.51912083995,2232.799599384061,6,5,14.0,2.0,24,15.0,14.944361858848932,8.0,Standard,1.0687486845876613,34.738277497663184,Yes,108.61710498199066,509.0754048975711,Good,16.0,High,Medium
34.0,Lawyer,21358.40466701889,1319.4372955507029,9,10,24.0,7.0,43,15.0,18.930823312825904,9.0,Bad,2.2396855344299937,39.39778989400429,Yes,96.81682074254304,378.4595707001516,Poor,7.0,High,Medium
37.0,Media_Manager,62533.387355988685,6545.703489234791,6,6,20.0,2.0,61,11.0,8.154277584349428,4.0,Standard,1.8440239315166962,25.1090445083276,Yes,319.2860935926896,232.15025721622018,Poor,14.0,High,Small
38.0,Journalist,72173.37612473514,5571.270544901229,10,9,31.0,9.0,60,26.0,27.342724259693068,15.0,Bad,2.715624039446607,28.509148643429473,Yes,133.9162357921174,120.01665376281333,Standard,0.0,High,Large
40.0,Entrepreneur,52896.341492169115,3787.165790575349,3,5,11.0,4.0,26,13.0,7.671385104895383,15.0,Standard,2.4217908864495943,30.546721813225435,Yes,88.68294066521639,484.2713122734456,Poor,15.0,Low,Medium
40.0,Mechanic,43844.54968401569,3257.7670374299305,5,2,8.0,2.0,13,9.0,9.22552421390542,4.0,Good,0.35542820939722924,29.182886557897827,No,152.3563339567131,430.4738826508712,Good,18.0,Missing,Missing
31.0,Writer,13452.718480173738,799.1372059737547,6,8,20.0,8.0,57,25.0,27.938241970623928,10.0,Bad,4.550650926986847,25.443430655127074,Yes,59.06429113454634,214.5157222263442,Standard,1.0,High,Small
32.0,Manager,57476.456084518315,4654.3923453550515,7,8,11.0,5.0,23,21.0,15.043935242366215,4.0,Standard,1.9829586174927178,28.967537398051213,NM,92.24979694350372,277.3896943501941,Standard,6.0,Low,Small
24.0,Architect,46588.5321050878,3257.8587217154136,7,9,16.0,6.0,54,17.0,24.463379931968813,10.0,Bad,3.402032065068557,30.939923218233528,Yes,161.598246833792,385.4075158689643,Poor,5.0,High,Medium
37.0,Architect,15817.925550971248,1270.0748952045633,5,6,26.0,7.0,16,14.0,18.429908219644304,6.0,Standard,2.093842403970916,34.27641816801415,Yes,149.18886053967182,296.1860553333216,Poor,11.0,Low,Small
16.0,Accountant,28314.79508365475,2010.7561301816886,9,10,26.0,8.0,63,25.0,1.0389356964940681,11.0,Bad,4.731220590541343,36.00364935539961,Yes,237.46796253308958,286.3789769960502,Poor,3.0,Low,Small
53.0,Engineer,77448.73892489904,9781.89099473331,4,6,4.0,0.0,14,10.0,5.177988340918994,2.0,Standard,0.4927721913786883,38.83909023427269,No,369.4886098520348,65.23805051071513,Good,30.0,High,Medium
37.0,Media_Manager,17733.034448749204,1498.1424238780146,4,3,23.0,3.0,26,19.0,14.513859685649823,16.0,Standard,1.7247124700367373,39.50503255818793,Yes,88.69446207550104,343.066603367003,Poor,9.0,Low,Medium
32.0,Media_Manager,95416.54356352669,3216.8544383618237,3,6,8.0,2.0,11,13.0,2.9251080105976297,2.0,Good,2.8414491710155314,24.77036498751119,No,215.62958652830957,48.343134543230164,Good,19.0,Low,Missing
41.0,Entrepreneur,65855.05658799116,3124.887067443815,9,8,19.0,8.0,35,19.0,19.043132538375986,16.0,Bad,1.7437780468184165,35.682838386683066,Yes,105.58973607799211,398.63087770389154,Poor,4.0,High,Large
18.0,Engineer,9922.834256946713,1545.8989599487334,4,1,12.0,1.0,2,12.0,7.700359707668463,0.0,Good,0.48901394959131483,26.091793575791133,No,68.78089939880218,245.54888867904302,Good,29.0,Missing,Missing
37.0,Accountant,80737.17000023765,7035.834267821396,6,10,30.0,9.0,48,21.0,28.080995133529314,15.0,Bad,3.8575789453626075,37.44294583146864,Yes,185.93506031361795,150.75280000917445,Standard,2.0,High,Small
42.0,Media_Manager,36344.744958063995,2663.730962961639,4,5,2.0,2.0,16,7.0,7.166889154032291,2.0,Good,0.6961999206526421,33.522978514538636,No,185.78184254695458,442.9392356337587,Poor,21.0,Missing,Missing
34.0,Entrepreneur,62651.38470581633,4381.637301217449,3,5,34.0,8.0,18,10.0,20.683889576806017,9.0,Bad,2.994070084072776,33.63281040862992,Yes,627.9473962933132,221.92739632671743,Good,3.0,High,Large
23.0,Lawyer,16530.471679330483,1055.3199863226148,5,3,6.0,4.0,13,7.0,3.788721617436577,2.0,Good,0.17906066023523137,38.15359298716023,No,69.71349317434547,330.16733383513326,Poor,25.0,Missing,Medium
24.0,Journalist,13204.754223096861,2580.06109513261,10,9,19.0,9.0,62,21.0,24.995564759151552,6.0,Bad,2.606788661561052,29.323702407028954,Yes,124.12307868748408,373.1696683037566,Good,4.0,Missing,Missing
14.0,Writer,67310.82687286704,6348.855064629576,8,7,26.0,9.0,33,9.0,7.324239316405571,4.0,Bad,1.89879423938358,38.08813132201122,NM,147.57955767310528,315.0681503278516,Standard,16.0,High,Medium
25.0,Doctor,42694.27275462103,3659.1639227220867,6,7,20.0,4.0,15,11.0,12.313029121928974,10.0,Standard,1.4739771938313582,39.654167134262536,No,72.14486345734758,427.7463332945962,Poor,19.0,High,Medium
31.0,Writer,25607.400460550685,1717.1271082374255,7,6,16.0,5.0,17,19.0,18.88864539164518,4.0,Standard,1.0435000089522,39.854117161728766,Yes,107.92783391419344,328.577396610151,Standard,9.0,High,Medium
29.0,Doctor,33180.95650539997,3055.07555644047,5,6,25.0,6.0,40,18.0,17.038857904246303,11.0,Standard,1.807490762497518,28.139843674433887,Yes,210.05661714355088,206.07192166748524,Poor,10.0,High,Medium
39.0,Manager,59102.407232251935,7902.864657557072,3,7,6.0,0.0,8,9.0,2.1964762815747783,0.0,Good,0.28958907223402375,39.15716231392628,No,225.72207196108133,451.71553942555084,Standard,32.0,High,Medium
19.0,Entrepreneur,29761.18588833511,718.3995481246028,2,5,3.0,4.0,6,5.0,3.6916825264631954,3.0,Good,0.2890560823628691,23.044787059698905,No,49.3046132539875,220.20018651171432,Good,24.0,High,Small
52.0,Doctor,131477.2918745497,9693.194172505695,7,7,19.0,4.0,2,19.0,15.033066350879672,4.0,Standard,0.10115953040045408,38.94561978641982,No,211.91414953477067,390.8569453489071,Standard,30.0,Low,Small
35.0,Musician,17357.76253038736,1576.1399038547816,7,5,7.0,2.0,17,11.0,1.5679650893730843,3.0,Standard,0.715820364517508,26.894166200800218,NM,70.14552710091961,357.1680689134393,Good,16.0,High,Large
38.0,Journalist,15656.745056414939,1324.530863157169,4,6,9.0,0.0,6,13.0,9.641162553554476,12.0,Good,0.24218545444583184,32.58510652208061,NM,69.48762967469602,304.34145820269794,Poor,19.0,Low,Small
51.0,Entrepreneur,18189.098643202113,1349.4814693131643,5,3,11.0,0.0,17,11.0,2.0080522330710515,4.0,Standard,0.49324481480714877,29.944797089401607,NM,190.3281324030156,395.30313335807847,Standard,33.0,High,Large
30.0,Teacher,28777.882065597994,2730.132522582428,3,3,7.0,3.0,16,10.0,17.56288652902471,4.0,Good,0.16839630274605988,27.42847659577851,NM,159.66260465899967,326.12902687905193,Standard,19.0,Low,Large
43.0,Writer,133949.03108155512,12021.795348575704,5,5,16.0,3.0,25,11.0,21.88107900487957,7.0,Good,0.46926671948898097,33.04752489182752,No,290.14282512962586,946.9928397732697,Standard,32.0,High,Medium
54.0,Writer,128310.865642992,6916.893684043675,1,4,1.0,2.0,8,1.0,4.5779214620982485,2.0,Good,0.41453192737090483,32.370448278341314,No,321.67071123920834,705.6398981945811,Poor,26.0,High,Medium
24.0,Lawyer,19953.39243823256,1512.1045765086646,9,9,34.0,2.0,33,5.0,7.432748772219429,12.0,Standard,2.3045984644524062,33.75036486170714,Yes,139.0120349919604,277.4842399154387,Poor,13.0,High,Medium
28.0,Manager,112229.6327322018,9736.058376026223,3,3,17.0,1.0,14,14.0,12.015509900403451,7.0,Standard,0.6106508335178649,32.99753053906533,Yes,232.8102345180357,536.2035356618692,Standard,27.0,High,Medium
24.0,Musician,16453.62792552446,2458.2810832640744,8,7,5.0,0.0,10,0.0,4.5635403136068335,3.0,Good,0.24724944364962617,38.688731640665054,No,123.9572805349467,265.92364471093015,Good,30.0,High,Small
42.0,Lawyer,17607.584744881908,1105.9129868782625,10,6,22.0,8.0,60,16.0,9.475443453230039,8.0,Bad,3.66934125650756,30.48972234574288,Yes,140.05151609289868,101.99623379012488,Poor,16.0,Missing,Missing
46.0,Mechanic,15100.648847394694,1520.5330894862611,5,5,11.0,3.0,19,5.0,7.1877521813020255,7.0,Good,0.5712031040741821,26.328936158777143,No,78.30294689142987,299.40978900310864,Good,30.0,Low,Large
33.0,Engineer,14900.92004799844,1163.9720393357834,5,4,15.0,6.0,30,17.0,16.185481043318976,11.0,Good,0.1511895900730481,23.93684001539635,Yes,105.88192609541383,232.1432210321872,Good,22.0,Low,Small
44.0,Entrepreneur,35690.85923800615,4945.709850919287,5,4,14.0,4.0,26,9.0,7.382438569424111,2.0,Standard,0.8341432693281821,27.82265055323304,No,169.56733852982973,324.2159850029966,Standard,30.0,Low,Small
51.0,Lawyer,107957.01023563684,10330.412084576285,1,5,2.0,2.0,3,5.0,6.604133558610201,0.0,Good,0.8097973429897528,29.009471811645597,No,794.5366148803764,628.9071983068789,Standard,24.0,High,Small
29.0,Architect,19028.423751518712,1621.3353578451865,6,4,5.0,1.0,9,11.0,15.090834936163567,12.0,Standard,0.13373566741404577,39.684940125440576,Yes,87.38961123560573,260.2283027579429,Standard,30.0,Low,Small
37.0,Developer,57407.93161235744,1106.2017946806832,7,6,6.0,4.0,26,15.0,9.218149048192394,6.0,Standard,0.9079918488194134,29.132337564166118,Yes,116.56801006027871,245.94931608417858,Good,23.0,High,Medium
30.0,Doctor,75520.72512271974,6821.1790053176355,7,7,20.0,1.0,12,12.0,10.116816871639205,2.0,Standard,0.8829822428225043,38.226239652497014,NM,249.77482922678348,381.1497374428777,Standard,16.0,Low,Large
42.0,Accountant,82354.27925156846,10366.481853810787,4,5,9.0,4.0,17,10.0,2.0951661489957356,4.0,Good,0.796420549111017,28.615939262584863,No,524.8036173772251,782.6268158632115,Good,12.0,Low,Large
33.0,Doctor,17538.253145539766,1540.8212295852743,8,5,3.0,1.0,6,15.0,4.601238346866603,6.0,Good,0.21429844854177377,32.349522511194515,Yes,89.75576738081486,242.35150990711475,Poor,24.0,Low,Medium
16.0,Accountant,104554.03388017116,6968.692083877415,4,4,8.0,2.0,12,4.0,3.8875891751919163,2.0,Good,0.6777214782730705,32.62830672187186,No,343.3542045666737,748.8266859587936,Good,24.0,Low,Small
18.0,Teacher,16725.008761594618,936.3637092904268,6,5,16.0,7.0,19,18.0,26.85456791624996,7.0,Bad,4.2947175793317225,24.88729125934244,Yes,53.1919163522775,262.75835356770693,Standard,7.0,Low,Large
16.0,Developer,14198.135831810721,867.4501220780379,3,6,12.0,4.0,4,3.0,5.187860379015428,2.0,Good,0.35484284398177474,40.57859138094061,No,111.64757437675765,355.6232425933997,Good,15.0,Low,Medium
45.0,Entrepreneur,18539.189407811595,9679.01016599067,3,3,10.0,4.0,23,11.0,2.8951942225561424,3.0,Good,0.5915148989342558,24.145960079167594,NM,90.6253002476059,647.5311155585572,Standard,29.0,Missing,Missing
19.0,Doctor,65774.88808174555,7494.241563061562,5,4,5.0,6.0,7,12.0,11.157309898441424,8.0,Standard,0.37512919712188436,27.854336321236232,Yes,165.4450968990394,476.9217157852346,Standard,31.0,Missing,Missing
29.0,Media_Manager,43143.60071515626,2794.2880619213774,8,3,3.0,2.0,16,8.0,9.959350201363005,3.0,Good,1.1618766763953297,29.303096090069907,No,270.8064106152376,339.1978862176648,Standard,16.0,High,Medium
29.0,Lawyer,115857.22142951826,7469.488949695244,1,7,4.0,0.0,26,4.0,2.3457703997123565,2.0,Good,0.21503284330330408,31.16042643738176,No,366.0481956294192,876.7861538211737,Poor,26.0,High,Large
19.0,Musician,62196.27371022026,3186.38852708104,8,1,7.0,3.0,14,10.0,9.404865316016663,5.0,Good,0.3025694208494439,23.572470623213768,No,176.12313801532162,366.6672772968431,Good,23.0,High,Medium
30.0,Writer,31576.073998156542,2035.7785904364646,6,7,19.0,7.0,23,18.0,14.84831688516812,8.0,Standard,2.1235783941852446,24.98447247930366,Yes,127.842497221694,438.0346800156944,Good,6.0,High,Small
53.0,Accountant,38116.19873181751,2845.1603206756945,3,4,8.0,1.0,18,13.0,10.704059994478534,4.0,Good,0.3791342676531275,31.061159221911357,NM,103.10953544131011,719.2024423233335,Good,17.0,High,Large
31.0,Journalist,34764.62538446533,2568.362476212848,8,3,14.0,1.0,21,13.0,1.7742199526418836,0.0,Standard,0.13899912636326192,38.550187535702875,No,177.97327710062592,492.89389928580937,Standard,23.0,High,Small
20.0,Entrepreneur,105256.39009693434,5141.940984413508,0,1,12.0,3.0,2,6.0,2.852026648714051,3.0,Good,0.4580593532409287,41.797644231901884,No,475.21153068137534,788.3002848202885,Good,18.0,Low,Large
27.0,Media_Manager,35296.48300924432,2783.2085387636716,3,6,17.0,2.0,27,18.0,8.809490863438201,2.0,Standard,0.9816710482612427,34.39123484869609,Yes,59.61298684362407,399.1791207278108,Standard,22.0,Low,Large
25.0,Manager,43452.89455590023,2822.1577190835824,1,4,1.0,2.0,4,4.0,0.6538299064012786,3.0,Good,0.6560239307718755,38.16090634546873,No,117.99515701171677,585.2309425261259,Good,26.0,High,Medium
40.0,Mechanic,114873.35441983727,11910.881036935833,4,4,7.0,0.0,15,9.0,11.923208110335336,6.0,Standard,1.3233534265505986,35.95203126618032,No,50.657939742088026,418.3379403100087,Poor,16.0,High,Large
36.0,Mechanic,76085.9802192108,6146.639128479758,4,7,12.0,2.0,15,11.0,4.745530099984123,5.0,Good,0.38904690506753653,35.74725104971929,NM,276.2099886135295,80.24638025812973,Standard,30.0,Low,Medium
14.0,Entrepreneur,49155.21262349951,1490.522993708415,6,6,34.0,6.0,5,19.0,11.471947457875457,8.0,Bad,2.7002213376358983,24.923541370523846,Yes,154.2332530202155,291.9489337690755,Standard,14.0,Low,Small
24.0,Manager,56957.93846907075,3603.0657945162893,8,10,23.0,9.0,58,18.0,19.432681149206548,8.0,Bad,3.4119975987815043,35.53789877314438,NM,137.8900769254084,108.38323900562375,Standard,16.0,Low,Small
38.0,Manager,71077.99047395827,12075.063083013574,4,2,11.0,4.0,12,4.0,5.037113599336046,5.0,Good,0.871794002079175,38.8383468099657,No,180.7067653131232,408.4593711470983,Good,30.0,Low,Large
52.0,Manager,50969.241543593256,9692.508376298447,7,3,8.0,3.0,7,20.0,6.6302776496346585,7.0,Standard,0.537932208088537,34.289291268151686,Yes,267.3084657015709,373.8780976596195,Good,22.0,Low,Medium
32.0,Architect,58300.32215236714,5787.901979279561,6,10,23.0,7.0,19,12.0,16.23128792548401,6.0,Bad,2.267888102125218,37.678977502950104,Yes,113.11404280727743,303.6045572894948,Poor,16.0,Low,Missing
19.0,Engineer,46024.13850242016,3808.9899580374654,4,3,17.0,5.0,20,8.0,7.54643797626641,7.0,Standard,1.459719846206677,25.192491253293486,Yes,115.50564755810578,703.0903279748879,Poor,7.0,High,Large
18.0,Scientist,15914.937998193986,1426.4950821363334,10,4,20.0,5.0,31,13.0,12.52527883210957,12.0,Standard,2.092234721434862,31.973148302162993,Yes,92.45662788639956,363.90719413190436,Poor,16.0,Low,Small
17.0,Lawyer,32483.826887458326,1213.8008463506274,7,7,33.0,2.0,36,21.0,12.282369642020388,11.0,Standard,2.5468627778462487,26.106142190701327,Yes,71.14933296379962,272.74451671847993,Poor,8.0,High,Small
36.0,Entrepreneur,76027.42243426945,4779.146220355365,7,5,6.0,4.0,23,7.0,1.8336251573788167,3.0,Good,1.476566179366691,36.502858897584694,No,187.75420883967476,431.53046194686004,Poor,10.0,Low,Large
32.0,Accountant,22296.503784623772,1607.2352702357416,10,5,6.0,2.0,4,8.0,9.491699241683163,7.0,Bad,1.2583215877945841,41.09475860290649,Yes,60.06194835797088,324.6295544221614,Good,4.0,Low,Large
31.0,Engineer,142754.12721345417,12347.256810600207,6,3,6.0,4.0,8,13.0,13.967911135094022,6.0,Standard,0.2059603968169918,40.86157069975812,Yes,547.7855519271511,211.11649335048142,Standard,33.0,Low,Large
27.0,Doctor,42978.691692030574,2773.171742250651,3,7,8.0,0.0,5,2.0,2.894414072457057,2.0,Good,0.7456571597771043,24.037576473128272,No,138.37922815149273,456.07360832480157,Good,21.0,High,Medium
30.0,Journalist,17674.859061240746,1730.1075937040532,5,5,6.0,4.0,9,10.0,2.207570595320977,3.0,Good,1.3549660468814273,32.492812252897785,Yes,172.60168902552863,302.3303120107136,Standard,21.0,Low,Small
21.0,Lawyer,77145.48534984593,5945.530009238526,1,7,9.0,3.0,30,10.0,8.174072841645769,4.0,Standard,1.0044536114340936,31.88326199627612,Yes,520.5214084617071,765.9295497600214,Poor,14.0,High,Medium
17.0,Mechanic,7006.035,988.014146578211,9,5,29.0,8.0,50,11.0,4.49373324209343,12.0,Bad,4.55446961377109,37.906251147190076,Yes,50.48647903749296,295.6615609054321,Standard,1.0,High,Medium
37.0,Writer,24205.952361528747,1592.734044687166,9,9,25.0,9.0,64,24.0,17.843106758136003,8.0,Bad,4.306953885332941,30.3783516694034,Yes,120.4254669883405,332.9443763283065,Poor,3.0,Missing,Missing
24.0,Manager,31254.24795797525,2132.091361474642,3,5,5.0,4.0,18,17.0,12.15106158236721,11.0,Standard,0.2672488877754452,26.345888589587766,Yes,86.74959830977654,251.96370848697075,Standard,19.0,Low,Small
33.0,Musician,17023.26118739991,975.3336183919996,1,5,2.0,0.0,9,1.0,8.173133040548423,2.0,Good,0.4779954207955927,26.588309039627386,No,69.81728413018034,264.5825641583408,Good,22.0,Low,Small
30.0,Accountant,18267.40886737505,1138.9212979831595,5,4,10.0,3.0,31,4.0,9.672884320522872,5.0,Good,0.9240757019357033,36.59458350413652,No,37.641281577364914,280.654255362275,Poor,24.0,Low,Small
16.0,Scientist,134705.54262770122,7216.054646342492,3,3,14.0,5.0,29,11.0,9.987703649588989,7.0,Standard,1.3076077806863289,37.85781859745095,Yes,293.65294281371604,798.2414963695932,Good,30.0,High,Small
35.0,Manager,52197.99467587415,6021.893863549117,3,4,6.0,3.0,3,8.0,8.187635809592765,3.0,Good,0.17262262973457168,29.72175053461635,No,226.52007648519842,698.3504305124915,Good,33.0,Low,Medium
19.0,Developer,132634.3349244019,8083.764848258559,8,4,20.0,4.0,34,22.0,4.8190480302853285,9.0,Standard,0.29509391582459243,40.08816543250347,Yes,314.0427843496794,1057.1079021876287,Good,9.0,High,Medium
33.0,Scientist,17618.3695544742,1508.098723029118,3,5,10.0,4.0,23,1.0,8.357858070842992,4.0,Good,0.14544681315291397,39.93258016507951,No,95.36234034536282,305.0926233969983,Poor,28.0,Missing,Missing
17.0,Accountant,66815.88471062691,10272.654819614458,3,5,7.0,4.0,8,7.0,4.60058817013294,2.0,Good,0.06819172495955272,38.786101564517516,No,132.0951771779963,619.3275010240607,Good,25.0,High,Medium
53.0,Teacher,61853.80010116618,3705.658813713428,4,7,10.0,3.0,20,6.0,5.130911556761693,4.0,Good,0.1418462603210393,34.88340343132329,No,143.4591925431017,382.31874510583816,Standard,28.0,High,Large
20.0,Entrepreneur,7110.651460985858,1138.3133031405043,6,3,12.0,1.0,11,13.0,15.168406274849174,7.0,Standard,1.006711741106601,24.658255451719295,No,42.396537289855544,177.07732089104633,Standard,18.0,Low,Small
18.0,Architect,18121.302212969902,2380.934286547608,4,4,26.0,5.0,4,10.0,10.470140429606065,11.0,Standard,1.4532016476309464,29.733942234491092,Yes,83.25756166982998,312.0617592505882,Poor,9.0,Low,Small
30.0,Teacher,33424.5481668559,2374.091376648076,6,6,19.0,5.0,18,16.0,18.019941013605063,11.0,Bad,3.41465480826234,34.1414118033767,Yes,122.16710013300131,296.2101017068659,Standard,5.0,Low,Large
47.0,Doctor,13218.414180938227,1087.0479896754307,5,7,4.0,4.0,9,8.0,11.801670328530605,3.0,Good,0.382149525925435,25.201942303204863,No,52.37751646319124,267.4987778313549,Good,24.0,Low,Small
24.0,Entrepreneur,27986.330972892018,7484.977776212966,4,5,13.0,4.0,25,10.0,19.329051506579322,7.0,Standard,0.4444220508964871,38.24230385994341,Yes,164.90784386045638,116.73986818016401,Standard,23.0,Missing,Missing
29.0,Scientist,9941.962432355025,606.0348520771479,4,10,15.0,7.0,25,14.0,16.821918277493168,7.0,Standard,2.63966663158107,25.912426858159602,Yes,39.84453234319616,342.01492806085344,Poor,12.0,Low,Small
49.0,Lawyer,137824.18958735475,2732.1852403584016,1,7,7.0,1.0,7,0.0,2.955763692735235,1.0,Good,1.0400136310177266,37.202945981618456,No,365.11312156606124,1143.2398223281605,Poor,27.0,Low,Medium
43.0,Lawyer,110518.07529154545,9583.634594772473,7,7,9.0,1.0,23,19.0,18.172790187693227,6.0,Standard,0.11936541558849569,33.924392534484504,Yes,429.6841106231445,928.3588198091829,Standard,24.0,Low,Large
45.0,Writer,31324.06792546164,9303.661823363811,4,3,8.0,2.0,12,8.0,11.204033221210397,5.0,Standard,2.0305487032369087,30.856244540479732,Yes,73.01422798297108,368.4061935834966,Good,24.0,Low,Medium
38.0,Media_Manager,19369.500256051364,1736.9592903142639,4,1,3.0,0.0,19,1.0,4.401641007761475,3.0,Good,0.7933023065457295,29.80321841040424,No,90.92783715008002,256.7680643306544,Good,30.0,Low,Missing
39.0,Scientist,39411.415638108294,2571.2838672310145,3,7,6.0,6.0,18,19.0,8.200775883052007,4.0,Standard,1.2894416694957753,36.56947258187468,Yes,136.2252657081193,359.02973751818723,Poor,14.0,Low,Medium
47.0,Journalist,41043.37841028493,3422.984696239619,0,2,12.0,2.0,16,7.0,2.4846604963559713,3.0,Good,0.3763950847145871,32.66630450269837,No,567.2943357568407,1109.068314371921,Good,22.0,High,Small
26.0,Manager,18706.32605003854,2003.6199624012534,0,5,5.0,3.0,9,0.0,0.823594301541714,2.0,Good,0.00054,21.969723339008713,No,166.20148255863245,416.8063711395056,Poor,27.0,High,Small
42.0,Lawyer,91355.93993370373,6502.455300983066,4,6,9.0,0.0,21,5.0,7.720605210701271,1.0,Good,0.9447473972625352,34.798951763904114,NM,139.40253262273768,481.61586036842283,Good,25.0,High,Missing
37.0,Writer,45238.05346320763,2734.4573570945076,3,7,11.0,1.0,7,0.0,2.5040025590195034,5.0,Good,1.5698167170785493,36.484193831219386,No,78.8398293348165,659.7844753323495,Poor,29.0,High,Medium
42.0,Teacher,77515.46511832552,8039.286478893498,8,5,20.0,3.0,26,14.0,23.250855904137104,2.0,Standard,0.34033397005605864,24.827999016622158,Yes,245.70289152110456,809.0672513312977,Standard,29.0,High,Medium
24.0,Engineer,66885.11964026486,7945.374477293815,3,5,4.0,4.0,2,11.0,6.26880315029828,3.0,Good,0.8056589912166736,38.19280135374444,No,220.28591898192548,424.62875820963757,Good,28.0,Low,Small
22.0,Architect,62332.71096856738,9718.57754523111,3,7,12.0,0.0,22,14.0,9.063518606389204,5.0,Standard,1.061784784635977,32.013878408612314,Yes,411.2377075310471,735.9699308470962,Good,15.0,High,Medium
19.0,Teacher,140034.36896953807,6419.3265453191225,1,4,2.0,2.0,10,13.0,11.516637588416145,3.0,Good,0.27555179502874666,25.627417814045376,No,592.6980854611559,1132.9475110654357,Good,16.0,High,Large
31.0,Doctor,44512.35750143495,4219.127146492876,5,6,3.0,1.0,7,5.0,1.2130200912680769,3.0,Standard,0.32337363542045067,35.574804246751675,No,182.76836747292444,276.78850809283904,Standard,27.0,High,Large
37.0,Teacher,29437.35394365503,2628.174136541678,5,7,14.0,1.0,7,13.0,11.478487493607284,5.0,Standard,1.3991716394174096,28.69524975615435,NM,76.87633864114716,298.3240298861336,Standard,16.0,High,Small
44.0,Engineer,109286.59101329639,8889.244936150431,1,6,6.0,4.0,10,13.0,12.962842901259798,4.0,Good,0.2801729639170725,37.767846064732595,No,460.4785457912305,786.9404598547674,Standard,18.0,Missing,Missing
53.0,Accountant,15563.242464693492,1733.8325028894587,4,3,6.0,0.0,14,14.0,8.16174846740935,2.0,Standard,1.0672001789887,38.58258510259128,No,64.73627054285853,262.5292795559265,Standard,23.0,Low,Small
22.0,Manager,31796.27233752929,6988.395647320922,7,1,6.0,4.0,9,2.0,11.70629767892237,4.0,Good,1.1278659533841981,33.38570732674842,No,83.31902150603139,297.4577735845265,Good,21.0,High,Large
16.0,Mechanic,52912.56452515794,2590.9846773646796,8,5,30.0,6.0,11,8.0,10.739663681776204,7.0,Standard,2.5858481725643343,27.87206530051597,Yes,99.42027138846765,212.45590383001962,Poor,19.0,Missing,Missing
26.0,Accountant,31888.197437816285,1579.6938975058013,0,1,8.0,2.0,15,4.0,9.679713938426142,0.0,Good,0.7490107098232942,40.720826331193685,No,222.1560778199125,304.2027406783517,Good,25.0,High,Small
45.0,Architect,76881.66212970908,5951.350408082523,9,8,23.0,6.0,60,19.0,27.237380934683426,12.0,Bad,2.600058193103527,29.185198907566747,Yes,119.22041951122199,320.461340785829,Standard,8.0,Low,Large
